work_province,age,gender,work_title,work_type,work_contract_type,work_mode,years_experience,years_in_company,years_in_position,people_in_charge,company_size,office_days_number(hybrid),work_place_satisfaction,work_place_benefits,last_month_gross_salary,last_month_net_salary,salary_in_usd,salary_has_bonus,salary_bonus_tied_to,salary_satisfaction,platforms,programming_languages,frameworks,databases,qa_testing_tools,AI_tools_use,highest_level_studies,status,degree/specialization,university/school
Provincia de Buenos Aires,31,Varón Cis,SysAdmin,Full-Time,Staff (planta permanente),100% remoto,3.0,2.0,2.0,1,De 51 a 100 personas,0,3,Capacitaciones y/o cursos,408000.0,366000.0,No cobro mi salario en dolares,No,No recibo bono,1,"Docker, Google Cloud Platform, Linux","Bash/Shell, Python, SQL",Ninguno de los anteriores,"Apache Hive, MariaDB, Redis",Ninguna de las anteriores,1,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Provincia de Buenos Aires,36,Varón Cis,DevOps Engineer,Full-Time,Contractor,100% remoto,5.0,0.0,0.0,3,De 5001 a 10000 personas,0,8,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles",2992680.0,2840430.0,Cobro todo el salario en dólares,No,No recibo bono,3,"Amazon Web Services, Azure, Docker, Kubernetes, Linux, Serverless, Windows Server",".NET, C#, HTML, Java, Javascript, Python, SQL, TypeScript",".NET Core, Bootstrap, Flask, jQuery, Node.js, React.js","Amazon DynamoDB, Amazon RDS/Aurora, ElasticSearch, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MongoDB, MySQL, Redis",Postman,3,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Provincia de Buenos Aires,24,Varón Cis,Developer,Full-Time,Contractor,100% remoto,4.0,2.0,2.0,0,De 501 a 1000 personas,0,7,"Capacitaciones y/o cursos, Clases de idiomas, Descuentos varios (Clarín 365, Club La Nación, etc)",3500.0,,Cobro todo el salario en dólares,No,No recibo bono,3,"Amazon Web Services, Docker, Kubernetes, Terraform","Javascript, TypeScript","Angular, Node.js",PostgreSQL,Cypress,5,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Provincia de Buenos Aires,24,Varón Cis,Data Engineer,Full-Time,Contractor,Híbrido (presencial y remoto),4.0,0.0,0.0,0,De 51 a 100 personas,1,7,Ninguna de las anteriores,1617000.0,1556362.0,Cobro todo el salario en dólares,Un sueldo,Performance individual,4,Azure,"Python, SQL",Spark,"Microsoft SQL Server, Snowflake",Ninguna de las anteriores,4,Universitario,Completo,Ingeniería Electrónica,UTN - Universidad Tecnológica Nacional
Provincia de Buenos Aires,29,Varón Cis,Developer,Full-Time,Contractor,100% remoto,4.0,1.5,3.0,0,De 2 a 10 personas,0,7,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",1152000.0,1200000.0,Cobro todo el salario en dólares,No,No recibo bono,3,"Amazon Web Services, Serverless","Javascript, SQL, TypeScript","Node.js, React.js, RedwoodJS",PostgreSQL,Jest,4,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Provincia de Buenos Aires,26,Mujer Cis,Developer,Full-Time,Staff (planta permanente),100% remoto,3.0,1.0,1.0,0,De 11  a 50  personas,0,7,"Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",248506.0,206234.0,No cobro mi salario en dolares,No,No recibo bono,1,Amazon Web Services,"HTML, Java, Javascript, SQL","Bootstrap, Hibernate, jQuery, Spring","Microsoft SQL Server, MySQL",Ninguna de las anteriores,3,Universitario,En curso,Ingeniería en Computación,
Provincia de Buenos Aires,28,Varón Cis,Developer,Full-Time,Contractor,Híbrido (presencial y remoto),4.0,0.0,0.0,0,De 201 a 500 personas,0,10,"Clases de idiomas, Horarios flexibles, Material de trabajo",1200000.0,1100000.0,Cobro todo el salario en dólares,No,No recibo bono,4,"Amazon Web Services, Docker, Linux","Bash/Shell, HTML, Javascript, Python, SQL","Django, Next.js, Node.js, React.js","Amazon DynamoDB, MongoDB, MySQL, PostgreSQL, SQLite",Cypress,1,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Provincia de Buenos Aires,24,Varón Cis,DevOps Engineer,Full-Time,Tercerizado (trabajo a través de consultora o agencia),Híbrido (presencial y remoto),2.0,2.0,2.0,0,De 11  a 50  personas,1,8,"Comidas pagas / subvencionadas, Horarios flexibles",400000.0,330000.0,No cobro mi salario en dolares,No,No recibo bono,3,"Google Cloud Platform, VMWare","CSS, HTML, Java, Javascript, TypeScript","Angular, Node.js, Spring","Microsoft SQL Server, Oracle, PostgreSQL",JUnit,4,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Provincia de Buenos Aires,32,Mujer Cis,UX Designer,Full-Time,Contractor,100% remoto,8.0,0.0,0.0,3,De 51 a 100 personas,0,8,"Capacitaciones y/o cursos, Horarios flexibles",1200000.0,,Cobro todo el salario en dólares,No,No recibo bono,4,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,1,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Provincia de Buenos Aires,37,Camionero,Manager / Director,Full-Time,Contractor,100% remoto,10.0,3.0,1.0,17,De 11  a 50  personas,0,10,Ninguna de las anteriores,5900000.0,5900000.0,Cobro todo el salario en dólares,No,No recibo bono,4,"Amazon Web Services, Azure, Docker, Google Cloud Platform, Kubernetes, Linux, Windows Server",".NET, C, C++, C#, Java, PHP, Python, SQL",".NET Core, Bootstrap, Django, Flask, Hadoop, Hibernate, jQuery, React.js, SwiftUI, Spark, Symfony, TensorFlow, WordPress","Amazon DynamoDB, Amazon Redshift, Amazon RDS/Aurora, Apache Hive, Microsoft SQL Server, MySQL, Teradata",Cypress,2,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Provincia de Buenos Aires,46,Mujer Cis,Recruiter / HR,Full-Time,Staff (planta permanente),100% remoto,5.0,1.0,5.0,0,De 2001a 5000 personas,0,6,"Descuentos varios (Clarín 365, Club La Nación, etc)",280000.0,232400.0,No cobro mi salario en dolares,No,No recibo bono,2,Avatur,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,1,Posgrado/Especialización,Completo,Licenciatura en Administración,UNQ - Universidad Nacional de Quilmes
Provincia de Buenos Aires,38,Varón Cis,Developer,Full-Time,Tercerizado (trabajo a través de consultora o agencia),100% remoto,15.0,0.0,0.0,0,De 51 a 100 personas,0,3,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",650000.0,420000.0,No cobro mi salario en dolares,No,No recibo bono,2,Amazon Web Services,".NET, HTML, Javascript, TypeScript",".NET Core, React.js",MongoDB,NUnit,0,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Provincia de Buenos Aires,26,Varón Cis,Developer,Full-Time,Contractor,100% remoto,6.0,0.0,0.0,0,De 2 a 10 personas,0,5,"Horarios flexibles, Stock options / RSUs",4410000.0,4410000.0,Cobro todo el salario en dólares,No,No recibo bono,4,"Docker, Firebase, Google Cloud Platform, Linux","Bash/Shell, HTML, SQL, TypeScript","jQuery, Node.js, Express",MySQL,"Jest, JUnit, Playwright",1,Posgrado/Especialización,Completo,Ingeniería en Informática,
Provincia de Buenos Aires,38,Varón Cis,Technical Leader,Full-Time,Staff (planta permanente),100% remoto,10.0,0.0,0.0,12,Más de 10000 personas,0,8,"Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Comidas pagas / subvencionadas, Licencia por nacimiento extendida",1000000.0,690000.0,Cobro parte del salario en dólares,Un sueldo,Performance grupal,3,"Amazon Web Services, Docker, Serverless","Java, Javascript, Kotlin, SQL, TypeScript","Hibernate, Next.js, React.js, Spark, Spring","Amazon DynamoDB, MySQL, Redis","Cypress, Jest, JUnit",5,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Provincia de Buenos Aires,28,Varón Cis,DevOps Engineer,Full-Time,Staff (planta permanente),100% remoto,6.0,2.0,2.0,0,Más de 10000 personas,0,7,"Abono de celular, Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Cuota para universidad / posgrados, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",800000.0,675000.0,Cobro parte del salario en dólares,De uno a tres sueldos,Performance individual,3,"Amazon Web Services, Azure, Docker, Google Cloud Platform, Kubernetes, Linux, Serverless, VMWare, Windows Server",Python,Ninguno de los anteriores,"Amazon DynamoDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, PostgreSQL, SQLite",Ninguna de las anteriores,5,Universitario,Incompleto,Ingeniería en Telecomunicaciones,UP - Universidad de Palermo
Provincia de Buenos Aires,38,Varón Cis,SysAdmin,Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),7.0,18.0,7.0,23,Más de 10000 personas,5,5,"Vacaciones flexibles (adicionales a las reglamentarias), 50 dias de vacaciones al año",423.959,335.765,No cobro mi salario en dolares,No,No recibo bono,1,"Azure, Windows Server, Microsoft Configuration Manager","Kusto, PowerShell",Ninguno de los anteriores,MySQL,Ninguna de las anteriores,5,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Provincia de Buenos Aires,29,No binarie,Game Developer,Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),8.0,1.0,1.0,0,De 51 a 100 personas,1,8,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Lactario en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Stock options / RSUs",350000.0,50000.0,Cobro parte del salario en dólares,No,No recibo bono,3,Arduino o similar,".NET, C#, Swift",Unity 3D,Ninguna de las anteriores,Ninguna de las anteriores,0,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Provincia de Buenos Aires,28,Varón Cis,Developer,Full-Time,Staff (planta permanente),100% remoto,6.0,0.0,0.0,0,Más de 10000 personas,0,10,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Estacionamiento gratuito / subvencionado, Horarios flexibles, Lactario en la oficina, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Stock options / RSUs, Vacaciones flexibles (adicionales a las reglamentarias)",500000.0,950000.0,Cobro parte del salario en dólares,No,No recibo bono,4,"Amazon Web Services, Docker",TypeScript,"Angular, Bootstrap","Amazon DynamoDB, Redis",Jest,4,Universitario,Incompleto,Ingenieria en Sistemas,UNICEN - Universidad Nacional del Centro de la Provincia de Buenos Aires
Provincia de Buenos Aires,52,Varón Cis,SysAdmin,Full-Time,Staff (planta permanente),100% presencial,18.0,18.0,4.0,4,De 5001 a 10000 personas,0,8,Ninguna de las anteriores,870000.0,660000.0,No cobro mi salario en dolares,No,No recibo bono,2,"Azure, Docker, Kubernetes, Linux, Windows Server, Huawei Cloud","Bash/Shell, Python",".NET Core, Angular, Node.js","Microsoft SQL Server, MySQL, PostgreSQL, SQLite","Selenium, Visual Studio Coded UI",1,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Provincia de Buenos Aires,26,Varón Cis,Developer,Part-Time,Staff (planta permanente),100% presencial,2.0,2.0,2.0,0,De 51 a 100 personas,0,5,"Horarios flexibles, Lactario en la oficina",260000.0,200000.0,No cobro mi salario en dolares,No,No recibo bono,2,"Docker, Linux","CSS, HTML, Java, Javascript, PHP, Python, SQL",CodeIgniter,MariaDB,Ninguna de las anteriores,0,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Provincia de Buenos Aires,43,Varón Cis,SysAdmin,Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),20.0,7.0,3.0,10,De 1001 a 2000 personas,1,8,"Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Licencia por nacimiento extendida, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",845000.0,700000.0,No cobro mi salario en dolares,De uno a tres sueldos,Mix de las anteriores,3,"Amazon Web Services, Azure, VMWare, Windows Server",Python,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,2,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Provincia de Buenos Aires,41,Varón Cis,Project Manager,Full-Time,Tercerizado (trabajo a través de consultora o agencia),100% remoto,10.0,0.0,0.0,15,De 2001a 5000 personas,0,6,"Abono de Internet, Capacitaciones y/o cursos, Clases de idiomas",680000.0,520000.0,No cobro mi salario en dolares,No,No recibo bono,2,"Amazon Web Services, Azure, Firebase, VMWare, Windows Server","CSS, HTML, Javascript, Python, SQL",Ninguno de los anteriores,"Microsoft SQL Server, SQLite",Ninguna de las anteriores,4,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Provincia de Buenos Aires,30,Prefiero no decir,Developer,Full-Time,Contractor,100% remoto,4.0,0.0,0.0,0,De 2 a 10 personas,0,5,Ninguna de las anteriores,1200.0,1000.0,Cobro todo el salario en dólares,No,No recibo bono,3,"Azure, Docker, Linux",Java,Spring,Oracle,JUnit,0,Universitario,Completo,Ingeniería en Computación,UNLP - Universidad Nacional de La Plata
Provincia de Buenos Aires,46,Varón Cis,Technical Leader,Full-Time,Contractor,100% remoto,15.0,10.0,5.0,8,De 2 a 10 personas,0,8,"Capacitaciones y/o cursos, Clases de idiomas, Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",4156250.0,3740625.0,Cobro todo el salario en dólares,De uno a tres sueldos,Performance grupal,4,"Docker, Google Cloud Platform, Kubernetes, Linux","Bash/Shell, CSS, HTML, Python, SQL","Angular, Bootstrap, Django, Flask, jQuery, React.js","ElasticSearch, Google Cloud Storage, MariaDB, Microsoft SQL Server, MongoDB, MySQL, ProxySQL, Redis",Cypress,0,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Provincia de Buenos Aires,26,Varón Cis,Data Engineer,Full-Time,Contractor,Híbrido (presencial y remoto),1.0,0.0,1.0,0,De 11  a 50  personas,1,8,Horarios flexibles,130000.0,153000.0,No cobro mi salario en dolares,No,No recibo bono,3,"Amazon Web Services, Linux",".NET, C#, SQL",.NET Core,MySQL,Selenium,5,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Provincia de Buenos Aires,38,Varon,Developer,Full-Time,Freelance,100% remoto,6.0,6.0,6.0,0,1 (solamente yo),0,0,Ninguna de las anteriores,738000.0,,Cobro todo el salario en dólares,No,No recibo bono,2,"Amazon Web Services, Docker, Kubernetes, Linux, Serverless","Go, Javascript, PHP, SQL","Laravel, Node.js","MySQL, PostgreSQL",Ninguna de las anteriores,1,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Provincia de Buenos Aires,40,Varón Cis,Technical Leader,Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),19.0,16.0,8.0,3,Más de 10000 personas,4,5,"Cuota para universidad / posgrados, Horarios flexibles, Guardería o pago para cubrir costo de guardería",320000.0,350000.0,No cobro mi salario en dolares,No,No recibo bono,2,"Amazon Web Services, Docker, Linux, Proxmox","Bash/Shell, Java, Javascript, PHP, Python","Node.js, Spring, Symfony, WordPress","MariaDB, PostgreSQL, Redis",Ninguna de las anteriores,2,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Provincia de Buenos Aires,27,Varón Cis,Developer,Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),3.0,3.0,3.0,1,De 201 a 500 personas,1,7,"Abono de Internet, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Crédito en billeteras virtuales (Mercado Pago, Naranja X, Ualá), Horarios flexibles, Vacaciones flexibles (adicionales a las reglamentarias)",313000.0,280000.0,Cobro parte del salario en dólares,Menos de un sueldo,Performance individual,3,Azure,"CSS, HTML, Javascript, SQL, TypeScript","Angular, Ionic","Microsoft SQL Server, MySQL",Jest,3,Prefiero no responder,Prefiero no responder,Prefiero no responder,Prefiero no responder
Provincia de Buenos Aires,22,Varón Cis,Developer,Full-Time,Staff (planta permanente),100% remoto,2.0,0.0,2.0,1,Más de 10000 personas,0,9,"Abono de celular, Abono de Internet, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Descuentos varios (Clarín 365, Club La Nación, etc), Horarios flexibles, Lactario en la oficina, Vacaciones flexibles (adicionales a las reglamentarias)",585000.0,415000.0,No cobro mi salario en dolares,De uno a tres sueldos,Mix de las anteriores,4,"Amazon Web Services, Docker","Javascript, SQL, TypeScript",Node.js,"Amazon DynamoDB, Amazon RDS/Aurora, MySQL, PostgreSQL",Ninguna de las anteriores,3,Universitario,En curso,Tecnicatura en Programación,UNLaM - Universidad Nacional de La Matanza
Provincia de Buenos Aires,30,Mujer Cis,UX Designer,Full-Time,Staff (planta permanente),100% remoto,5.0,1.0,1.0,0,De 11  a 50  personas,0,0,"Abono de Internet, Capacitaciones y/o cursos, Comidas pagas / subvencionadas",289156.0,237226.0,Cobro parte del salario en dólares,No,No recibo bono,1,Ninguna de las anteriores,Ninguno de los anteriores,Ninguno de los anteriores,Ninguna de las anteriores,Ninguna de las anteriores,2,Universitario,Completo,Diseño Gráfico,UNLP - Universidad Nacional de La Plata
Provincia de Buenos Aires,31,Varón Cis,BI/Data Analist/Data Science,Full-Time,Staff (planta permanente),Híbrido (presencial y remoto),3.0,1.0,3.0,0,De 1001 a 2000 personas,2,8,"Abono de celular, Capacitaciones y/o cursos, Descuento en gimnasios / Clases de gimnasia online, Clases de idiomas, Comidas pagas / subvencionadas, Cuota para universidad / posgrados, Descuentos varios (Clarín 365, Club La Nación, etc), Estacionamiento gratuito / subvencionado, Horarios flexibles, Lactario en la oficina, Guardería o pago para cubrir costo de guardería, Vacaciones flexibles (adicionales a las reglamentarias)",530000.0,425000.0,No cobro mi salario en dolares,Un sueldo,Performance de la compañía,3,"Azure, SAP","C, C++, Python, R, Scala, SQL","Django, TensorFlow","MariaDB, Microsoft Azure (Tables, CosmosDB, SQL, etc), Microsoft SQL Server, MongoDB, MySQL, PostgreSQL, SQLite, FluxDb y Excel","Postman, Selenium",4,Universitario,En curso,Ingenieria en Sistemas,UTN - Universidad Tecnológica Nacional
